InventoryId,ScheduleId,CarrierCode,Dep_Key,FlightNumber,AircraftType,DepartureDate,DepartureDatetime,ArrivalDatetime,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD,canCancel,Status
INV-ZZ-4848168,SCH-ZZ-1839422,ZZ,ZZ20240430AMDMAA4140,4140.0,Boeing 787,04/30/2024,2024-04-30 13:19:00,2024-04-30 15:02:00,AMD,MAA,270.0,298,169,-101,129,27,54,81,108,32,18,9,14,61,35,19,26,94,53,28,41,129,73,35,56,"{'F': 12, 'P': 2}","{'C': 11, 'J': 7, 'Z': 8}","{'Q': 15, 'R': 12, 'S': 2, 'T': 1, 'H': 11, 'M': 0}","{'Y': 6, 'A': 5, 'B': 1, 'D': 3, 'E': 3, 'G': 6, 'I': 4, 'K': 7, 'L': 2, 'N': 2, 'O': 2, 'U': 5, 'V': 4, 'W': 4, 'X': 2}",FALSE,On Time
INV-ZZ-4716996,SCH-ZZ-5716505,ZZ,ZZ20240430HYDAMD4335,4335.0,Airbus A321-200,04/30/2024,2024-04-30 14:19:00,2024-05-01 11:51:00,HYD,AMD,200.0,232,129,-71,103,20,40,60,80,23,13,7,10,46,25,15,21,72,40,20,32,89,49,31,40,"{'F': 7, 'P': 3}","{'C': 7, 'J': 8, 'Z': 6}","{'Q': 14, 'R': 9, 'S': 0, 'T': 0, 'H': 7, 'M': 2}","{'Y': 4, 'A': 4, 'B': 3, 'D': 3, 'E': 0, 'G': 6, 'I': 0, 'K': 5, 'L': 2, 'N': 1, 'O': 1, 'U': 5, 'V': 2, 'W': 2, 'X': 2}",FALSE,On Time
INV-ZZ-3076605,SCH-ZZ-5840327,ZZ,ZZ20240430IDRHYD2795,2795.0,Airbus A321 Neo,04/30/2024,2024-04-30 14:29:00,2024-05-01 02:10:00,IDR,HYD,220.0,261,152,-68,109,22,44,66,88,25,15,7,10,51,30,14,21,79,46,20,33,103,60,28,43,"{'F': 5, 'P': 5}","{'C': 9, 'J': 5, 'Z': 7}","{'Q': 15, 'R': 5, 'S': 1, 'T': 2, 'H': 9, 'M': 1}","{'Y': 6, 'A': 4, 'B': 3, 'D': 0, 'E': 1, 'G': 5, 'I': 2, 'K': 6, 'L': 1, 'N': 1, 'O': 1, 'U': 7, 'V': 3, 'W': 1, 'X': 2}",FALSE,On Time
INV-ZZ-8908940,SCH-ZZ-1748092,ZZ,ZZ20240430AMDHYD4780,4780.0,BAe 146,04/30/2024,2024-04-30 14:44:00,2024-05-01 09:52:00,AMD,HYD,91.0,107,60,-31,47,9,18,27,36,11,6,3,5,20,11,7,9,31,17,10,14,43,24,12,19,"{'F': 2, 'P': 3}","{'C': 3, 'J': 4, 'Z': 2}","{'Q': 6, 'R': 2, 'S': 0, 'T': 1, 'H': 4, 'M': 1}","{'Y': 3, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 3, 'I': 0, 'K': 3, 'L': 0, 'N': 1, 'O': 1, 'U': 2, 'V': 0, 'W': 1, 'X': 0}",FALSE,On Time
INV-ZZ-1351331,SCH-ZZ-8796700,ZZ,ZZ20240430CCUBLR3294,3294.0,Airbus A320-200,04/30/2024,2024-04-30 14:54:00,2024-05-01 11:38:00,CCU,BLR,150.0,178,105,-45,73,15,30,45,60,18,11,4,7,33,19,11,14,51,30,15,21,67,40,20,27,"{'F': 7, 'P': 0}","{'C': 6, 'J': 5, 'Z': 3}","{'Q': 13, 'R': 4, 'S': 0, 'T': 0, 'H': 3, 'M': 1}","{'Y': 0, 'A': 2, 'B': 2, 'D': 1, 'E': 2, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 2, 'U': 4, 'V': 2, 'W': 1, 'X': 2}",FALSE,On Time
INV-ZZ-3882771,SCH-ZZ-9117133,ZZ,ZZ20240430BLRCCU2504,2504.0,Boeing 777,04/30/2024,2024-04-30 15:35:00,2024-04-30 18:17:00,BLR,CCU,425.0,490,257,-168,233,42,85,127,170,48,25,17,23,97,51,34,46,141,74,53,67,193,101,69,92,"{'F': 15, 'P': 8}","{'C': 21, 'J': 9, 'Z': 16}","{'Q': 29, 'R': 14, 'S': 0, 'T': 0, 'H': 24, 'M': 0}","{'Y': 11, 'A': 10, 'B': 5, 'D': 5, 'E': 4, 'G': 12, 'I': 4, 'K': 10, 'L': 6, 'N': 2, 'O': 3, 'U': 10, 'V': 0, 'W': 6, 'X': 4}",FALSE,On Time
INV-ZZ-5268263,SCH-ZZ-9748991,ZZ,ZZ20240430MAABOM3117,3117.0,ATR 72,04/30/2024,2024-04-30 15:49:00,2024-04-30 21:43:00,MAA,BOM,72.0,83,46,-26,37,7,14,21,28,8,4,3,4,16,9,5,7,25,14,7,11,31,17,11,14,"{'F': 2, 'P': 2}","{'C': 4, 'J': 1, 'Z': 2}","{'Q': 4, 'R': 2, 'S': 1, 'T': 0, 'H': 2, 'M': 2}","{'Y': 2, 'A': 2, 'B': 1, 'D': 0, 'E': 1, 'G': 2, 'I': 1, 'K': 0, 'L': 1, 'N': 0, 'O': 1, 'U': 1, 'V': 1, 'W': 1, 'X': 0}",FALSE,On Time
INV-ZZ-5215949,SCH-ZZ-6536717,ZZ,ZZ20240430GAUBOM2526,2526.0,Boeing 717,04/30/2024,2024-04-30 15:59:00,2024-05-01 05:45:00,GAU,BOM,100.0,118,63,-37,55,10,20,30,40,12,6,4,6,24,13,7,11,36,19,11,17,47,25,15,22,"{'F': 5, 'P': 1}","{'C': 5, 'J': 2, 'Z': 4}","{'Q': 6, 'R': 5, 'S': 1, 'T': 3, 'H': 2, 'M': 0}","{'Y': 3, 'A': 0, 'B': 2, 'D': 1, 'E': 0, 'G': 2, 'I': 2, 'K': 3, 'L': 2, 'N': 0, 'O': 1, 'U': 2, 'V': 2, 'W': 1, 'X': 1}",TRUE,On Time
INV-ZZ-6237431,SCH-ZZ-9040445,ZZ,ZZ20240430CCUBOM3274,3274.0,Boeing 717,04/30/2024,2024-04-30 19:38:00,2024-05-01 06:17:00,CCU,BOM,100.0,116,66,-34,50,10,20,30,40,12,7,3,5,24,14,6,10,35,20,10,15,47,27,13,20,"{'F': 5, 'P': 0}","{'C': 6, 'J': 3, 'Z': 1}","{'Q': 6, 'R': 3, 'S': 1, 'T': 0, 'H': 5, 'M': 0}","{'Y': 1, 'A': 3, 'B': 1, 'D': 2, 'E': 1, 'G': 3, 'I': 2, 'K': 1, 'L': 0, 'N': 2, 'O': 1, 'U': 1, 'V': 2, 'W': 0, 'X': 0}",FALSE,On Time
INV-ZZ-8871317,SCH-ZZ-9337638,ZZ,ZZ20240430MAACCU4647,4647.0,Airbus A321-200,04/30/2024,2024-04-30 20:34:00,2024-05-01 17:02:00,MAA,CCU,200.0,231,130,-70,101,20,40,60,80,24,13,7,11,48,27,13,21,71,40,20,31,90,51,29,39,"{'F': 6, 'P': 5}","{'C': 10, 'J': 8, 'Z': 3}","{'Q': 14, 'R': 8, 'S': 2, 'T': 1, 'H': 5, 'M': 1}","{'Y': 5, 'A': 4, 'B': 3, 'D': 3, 'E': 2, 'G': 2, 'I': 2, 'K': 5, 'L': 1, 'N': 3, 'O': 2, 'U': 5, 'V': 1, 'W': 1, 'X': 0}",FALSE,On Time
INV-ZZ-5135537,SCH-ZZ-1216883,ZZ,ZZ20240430DELBLR3152,3152.0,Boeing 777,04/30/2024,2024-04-30 21:06:00,2024-05-01 16:58:00,DEL,BLR,425.0,485,292,-133,193,42,85,127,170,49,30,12,19,99,60,25,39,144,87,40,57,193,116,54,77,"{'F': 10, 'P': 9}","{'C': 11, 'J': 15, 'Z': 13}","{'Q': 29, 'R': 12, 'S': 0, 'T': 5, 'H': 11, 'M': 0}","{'Y': 11, 'A': 11, 'B': 4, 'D': 4, 'E': 4, 'G': 10, 'I': 0, 'K': 12, 'L': 2, 'N': 0, 'O': 3, 'U': 12, 'V': 1, 'W': 0, 'X': 3}",FALSE,On Time
INV-ZZ-4206355,SCH-ZZ-6980436,ZZ,ZZ20240430BOMBLR3556,3556.0,Boeing 777,04/30/2024,2024-04-30 22:10:00,2024-05-01 05:46:00,BOM,BLR,425.0,468,248,-177,220,42,85,127,170,50,26,16,24,101,54,31,47,141,75,52,66,190,101,69,89,"{'F': 14, 'P': 10}","{'C': 22, 'J': 8, 'Z': 17}","{'Q': 32, 'R': 16, 'S': 0, 'T': 0, 'H': 18, 'M': 0}","{'Y': 11, 'A': 11, 'B': 1, 'D': 5, 'E': 5, 'G': 9, 'I': 2, 'K': 12, 'L': 6, 'N': 3, 'O': 4, 'U': 10, 'V': 4, 'W': 2, 'X': 4}",FALSE,On Time
INV-ZZ-4392741,SCH-ZZ-2404944,ZZ,ZZ20240430PNQGAU4614,4614.0,Airbus A320-200,04/30/2024,2024-04-30 23:31:00,2024-05-01 23:12:00,PNQ,GAU,150.0,172,104,-46,68,15,30,45,60,17,10,5,7,35,21,9,14,50,30,15,20,71,43,17,28,"{'F': 7, 'P': 0}","{'C': 7, 'J': 3, 'Z': 4}","{'Q': 12, 'R': 1, 'S': 0, 'T': 0, 'H': 6, 'M': 1}","{'Y': 3, 'A': 2, 'B': 2, 'D': 2, 'E': 0, 'G': 3, 'I': 2, 'K': 3, 'L': 1, 'N': 0, 'O': 2, 'U': 3, 'V': 1, 'W': 2, 'X': 2}",FALSE,On Time
INV-ZZ-4967803,SCH-ZZ-5041804,ZZ,ZZ20240430HYDCJB2880,2880.0,ATR 72,04/30/2024,2024-04-30 23:47:00,2024-05-01 13:44:00,HYD,CJB,72.0,83,49,-23,34,7,14,21,28,8,5,2,3,17,10,4,7,24,14,7,10,31,18,10,13,"{'F': 2, 'P': 1}","{'C': 3, 'J': 2, 'Z': 2}","{'Q': 4, 'R': 2, 'S': 0, 'T': 1, 'H': 2, 'M': 1}","{'Y': 1, 'A': 2, 'B': 1, 'D': 1, 'E': 1, 'G': 2, 'I': 0, 'K': 2, 'L': 0, 'N': 1, 'O': 1, 'U': 0, 'V': 0, 'W': 1, 'X': 0}",FALSE,On Time
INV-ZZ-9838647,SCH-ZZ-1367492,ZZ,ZZ20240501MAABOM3229,3229.0,Airbus A320 Neo,05/01/2024,2024-05-01 00:52:00,2024-05-01 23:19:00,MAA,BOM,180.0,212,109,-71,103,18,36,54,72,21,11,7,10,40,21,15,19,62,32,22,30,83,43,29,40,"{'F': 7, 'P': 3}","{'C': 6, 'J': 9, 'Z': 4}","{'Q': 14, 'R': 8, 'S': 0, 'T': 0, 'H': 8, 'M': 0}","{'Y': 5, 'A': 4, 'B': 3, 'D': 3, 'E': 1, 'G': 3, 'I': 3, 'K': 4, 'L': 0, 'N': 3, 'O': 0, 'U': 5, 'V': 2, 'W': 2, 'X': 2}",TRUE,On Time
INV-ZZ-8187644,SCH-ZZ-3821718,ZZ,ZZ20240501BBIBLR3776,3776.0,Boeing 757,05/01/2024,2024-05-01 00:53:00,2024-05-01 01:02:00,BBI,BLR,209.0,239,128,-81,111,20,41,62,83,23,12,8,11,46,25,16,21,74,40,22,34,94,50,33,44,"{'F': 6, 'P': 5}","{'C': 9, 'J': 6, 'Z': 6}","{'Q': 15, 'R': 8, 'S': 1, 'T': 1, 'H': 9, 'M': 0}","{'Y': 6, 'A': 6, 'B': 2, 'D': 1, 'E': 1, 'G': 4, 'I': 3, 'K': 3, 'L': 2, 'N': 3, 'O': 2, 'U': 5, 'V': 2, 'W': 3, 'X': 1}",FALSE,On Time
INV-ZZ-6008936,SCH-ZZ-9212586,ZZ,ZZ20240501AMDDEL3431,3431.0,Airbus A321-200,05/01/2024,2024-05-01 01:10:00,2024-05-01 07:07:00,AMD,DEL,200.0,220,131,-69,89,20,40,60,80,24,14,6,10,47,28,12,19,71,42,18,29,94,56,24,38,"{'F': 8, 'P': 2}","{'C': 9, 'J': 5, 'Z': 5}","{'Q': 15, 'R': 6, 'S': 3, 'T': 0, 'H': 5, 'M': 0}","{'Y': 4, 'A': 5, 'B': 2, 'D': 2, 'E': 1, 'G': 5, 'I': 3, 'K': 5, 'L': 2, 'N': 2, 'O': 1, 'U': 3, 'V': 0, 'W': 2, 'X': 1}",TRUE,On Time
INV-ZZ-1572464,SCH-ZZ-6469147,ZZ,ZZ20240501HYDAMD2299,2299.0,Airbus A321 Neo,05/01/2024,2024-05-01 01:59:00,2024-05-01 21:45:00,HYD,AMD,220.0,260,150,-70,110,22,44,66,88,25,14,8,11,50,29,15,21,79,46,20,33,106,61,27,45,"{'F': 8, 'P': 3}","{'C': 8, 'J': 8, 'Z': 5}","{'Q': 13, 'R': 3, 'S': 3, 'T': 2, 'H': 10, 'M': 2}","{'Y': 5, 'A': 6, 'B': 3, 'D': 1, 'E': 3, 'G': 6, 'I': 0, 'K': 6, 'L': 2, 'N': 3, 'O': 0, 'U': 5, 'V': 2, 'W': 3, 'X': 0}",FALSE,On Time
INV-ZZ-9066926,SCH-ZZ-7589545,ZZ,ZZ20240501MAATRV2008,2008.0,Boeing 787,05/01/2024,2024-05-01 02:25:00,2024-05-01 21:44:00,MAA,TRV,270.0,312,160,-110,152,27,54,81,108,32,16,11,16,62,32,22,30,92,47,34,45,127,65,43,62,"{'F': 9, 'P': 7}","{'C': 9, 'J': 12, 'Z': 9}","{'Q': 18, 'R': 10, 'S': 3, 'T': 3, 'H': 11, 'M': 0}","{'Y': 7, 'A': 7, 'B': 3, 'D': 2, 'E': 2, 'G': 8, 'I': 2, 'K': 6, 'L': 2, 'N': 3, 'O': 4, 'U': 7, 'V': 3, 'W': 4, 'X': 2}",TRUE,On Time
INV-ZZ-9797707,SCH-ZZ-3158405,ZZ,ZZ20240501PNQBOM3772,3772.0,BAe 146,05/01/2024,2024-05-01 02:35:00,2024-05-01 09:59:00,PNQ,BOM,91.0,102,57,-34,45,9,18,27,36,10,6,3,4,20,11,7,9,32,18,9,14,40,22,14,18,"{'F': 3, 'P': 1}","{'C': 2, 'J': 5, 'Z': 2}","{'Q': 7, 'R': 0, 'S': 2, 'T': 2, 'H': 1, 'M': 2}","{'Y': 3, 'A': 3, 'B': 1, 'D': 0, 'E': 1, 'G': 2, 'I': 1, 'K': 3, 'L': 0, 'N': 0, 'O': 0, 'U': 3, 'V': 0, 'W': 0, 'X': 1}",TRUE,On Time
INV-ZZ-3888450,SCH-ZZ-9301492,ZZ,ZZ20240501AMDBOM4676,4676.0,Airbus A320-200,05/01/2024,2024-05-01 02:56:00,2024-05-01 23:00:00,AMD,BOM,150.0,178,104,-46,74,15,30,45,60,18,11,4,7,35,21,9,14,51,30,15,21,69,40,20,29,"{'F': 6, 'P': 1}","{'C': 4, 'J': 5, 'Z': 5}","{'Q': 7, 'R': 6, 'S': 4, 'T': 3, 'H': 1, 'M': 0}","{'Y': 2, 'A': 4, 'B': 2, 'D': 2, 'E': 1, 'G': 3, 'I': 2, 'K': 4, 'L': 2, 'N': 1, 'O': 1, 'U': 1, 'V': 2, 'W': 2, 'X': 0}",FALSE,On Time
INV-ZZ-4499968,SCH-ZZ-8782078,ZZ,ZZ20240501PNQGOI2738,2738.0,Boeing 777,05/01/2024,2024-05-01 05:09:00,2024-05-01 17:37:00,PNQ,GOI,425.0,473,251,-174,222,42,85,127,170,48,25,17,23,95,50,35,45,142,75,52,67,193,102,68,91,"{'F': 16, 'P': 7}","{'C': 15, 'J': 9, 'Z': 21}","{'Q': 28, 'R': 15, 'S': 5, 'T': 5, 'H': 14, 'M': 0}","{'Y': 8, 'A': 10, 'B': 4, 'D': 4, 'E': 4, 'G': 11, 'I': 4, 'K': 12, 'L': 5, 'N': 4, 'O': 4, 'U': 7, 'V': 4, 'W': 6, 'X': 4}",FALSE,On Time
INV-ZZ-7636333,SCH-ZZ-5381276,ZZ,ZZ20240501JAIDEL3278,3278.0,Boeing 757,05/01/2024,2024-05-01 06:41:00,2024-05-02 02:14:00,JAI,DEL,209.0,243,143,-66,100,20,41,62,83,22,13,7,9,46,27,14,19,72,42,20,30,94,55,28,39,"{'F': 6, 'P': 3}","{'C': 10, 'J': 4, 'Z': 5}","{'Q': 12, 'R': 8, 'S': 4, 'T': 0, 'H': 6, 'M': 0}","{'Y': 3, 'A': 6, 'B': 1, 'D': 2, 'E': 2, 'G': 5, 'I': 1, 'K': 4, 'L': 0, 'N': 2, 'O': 3, 'U': 4, 'V': 1, 'W': 2, 'X': 3}",FALSE,On Time
INV-ZZ-6592358,SCH-ZZ-2729891,ZZ,ZZ20240501GOIMAA4516,4516.0,Airbus A320-200,05/01/2024,2024-05-01 06:48:00,2024-05-02 02:04:00,GOI,MAA,150.0,172,97,-53,75,15,30,45,60,17,10,5,7,33,19,11,14,54,31,14,23,70,40,20,30,"{'F': 5, 'P': 2}","{'C': 6, 'J': 3, 'Z': 5}","{'Q': 11, 'R': 3, 'S': 3, 'T': 0, 'H': 4, 'M': 2}","{'Y': 4, 'A': 3, 'B': 2, 'D': 0, 'E': 1, 'G': 3, 'I': 1, 'K': 3, 'L': 2, 'N': 2, 'O': 0, 'U': 4, 'V': 1, 'W': 2, 'X': 2}",FALSE,On Time
INV-ZZ-9950791,SCH-ZZ-2590363,ZZ,ZZ20240501HYDDEL2294,2294.0,Boeing 757,05/01/2024,2024-05-01 06:49:00,2024-05-02 06:20:00,HYD,DEL,209.0,231,137,-72,94,20,41,62,83,23,14,6,9,47,28,13,19,73,43,19,30,91,54,29,37,"{'F': 6, 'P': 3}","{'C': 9, 'J': 7, 'Z': 3}","{'Q': 16, 'R': 7, 'S': 3, 'T': 0, 'H': 4, 'M': 0}","{'Y': 2, 'A': 5, 'B': 3, 'D': 2, 'E': 1, 'G': 3, 'I': 1, 'K': 5, 'L': 3, 'N': 2, 'O': 0, 'U': 4, 'V': 2, 'W': 2, 'X': 2}",TRUE,On Time
INV-ZZ-3104507,SCH-ZZ-4227852,ZZ,ZZ20240501GOIBOM2453,2453.0,Airbus A320 Neo,05/01/2024,2024-05-01 08:27:00,2024-05-01 13:54:00,GOI,BOM,180.0,203,114,-66,89,18,36,54,72,20,11,7,9,43,24,12,19,62,35,19,27,83,47,25,36,"{'F': 7, 'P': 2}","{'C': 9, 'J': 5, 'Z': 5}","{'Q': 12, 'R': 9, 'S': 0, 'T': 0, 'H': 4, 'M': 2}","{'Y': 4, 'A': 5, 'B': 2, 'D': 2, 'E': 1, 'G': 5, 'I': 1, 'K': 5, 'L': 0, 'N': 0, 'O': 2, 'U': 3, 'V': 2, 'W': 1, 'X': 3}",TRUE,On Time
INV-ZZ-7872647,SCH-ZZ-7588562,ZZ,ZZ20240501AMDDEL3688,3688.0,Airbus A321-200,05/01/2024,2024-05-01 10:53:00,2024-05-01 19:22:00,AMD,DEL,200.0,232,120,-80,112,20,40,60,80,24,12,8,12,46,24,16,22,72,37,23,35,92,48,32,44,"{'F': 9, 'P': 3}","{'C': 9, 'J': 7, 'Z': 6}","{'Q': 13, 'R': 10, 'S': 0, 'T': 4, 'H': 6, 'M': 2}","{'Y': 5, 'A': 5, 'B': 1, 'D': 2, 'E': 3, 'G': 6, 'I': 3, 'K': 6, 'L': 2, 'N': 3, 'O': 1, 'U': 3, 'V': 1, 'W': 0, 'X': 3}",FALSE,On Time
INV-ZZ-4902419,SCH-ZZ-3249150,ZZ,ZZ20240501BOMAMD4704,4704.0,BAe 146,05/01/2024,2024-05-01 13:45:00,2024-05-01 19:31:00,BOM,AMD,91.0,101,57,-34,44,9,18,27,36,11,6,3,5,20,11,7,9,30,17,10,13,40,22,14,18,"{'F': 3, 'P': 2}","{'C': 4, 'J': 4, 'Z': 1}","{'Q': 6, 'R': 2, 'S': 0, 'T': 2, 'H': 1, 'M': 2}","{'Y': 2, 'A': 3, 'B': 1, 'D': 1, 'E': 0, 'G': 3, 'I': 0, 'K': 3, 'L': 0, 'N': 1, 'O': 0, 'U': 2, 'V': 0, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-8692434,SCH-ZZ-3706305,ZZ,ZZ20240501MAAAMD2840,2840.0,Airbus A321 Neo,05/01/2024,2024-05-01 14:07:00,2024-05-02 13:37:00,MAA,AMD,220.0,242,140,-80,102,22,44,66,88,24,14,8,10,51,30,14,21,76,44,22,32,102,59,29,43,"{'F': 6, 'P': 4}","{'C': 10, 'J': 8, 'Z': 3}","{'Q': 16, 'R': 1, 'S': 4, 'T': 3, 'H': 6, 'M': 2}","{'Y': 5, 'A': 7, 'B': 1, 'D': 3, 'E': 1, 'G': 3, 'I': 3, 'K': 6, 'L': 2, 'N': 2, 'O': 2, 'U': 5, 'V': 3, 'W': 0, 'X': 0}",FALSE,On Time
INV-ZZ-4622895,SCH-ZZ-5716505,ZZ,ZZ20240501HYDAMD4335,4335.0,Airbus A321-200,05/01/2024,2024-05-01 14:19:00,2024-05-02 11:51:00,HYD,AMD,200.0,230,136,-64,94,20,40,60,80,22,13,7,9,47,28,12,19,70,41,19,29,93,55,25,38,"{'F': 9, 'P': 0}","{'C': 9, 'J': 7, 'Z': 3}","{'Q': 11, 'R': 7, 'S': 2, 'T': 0, 'H': 9, 'M': 0}","{'Y': 6, 'A': 0, 'B': 1, 'D': 2, 'E': 2, 'G': 6, 'I': 1, 'K': 6, 'L': 3, 'N': 1, 'O': 3, 'U': 3, 'V': 2, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-8555111,SCH-ZZ-5334272,ZZ,ZZ20240501DELMAA2093,2093.0,Boeing 717,05/01/2024,2024-05-01 14:23:00,2024-05-02 04:10:00,DEL,MAA,100.0,115,59,-41,56,10,20,30,40,11,6,4,5,22,11,9,11,36,18,12,18,46,24,16,22,"{'F': 1, 'P': 4}","{'C': 4, 'J': 3, 'Z': 4}","{'Q': 7, 'R': 2, 'S': 1, 'T': 3, 'H': 5, 'M': 0}","{'Y': 2, 'A': 3, 'B': 0, 'D': 1, 'E': 0, 'G': 2, 'I': 2, 'K': 1, 'L': 2, 'N': 2, 'O': 0, 'U': 3, 'V': 2, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-5430563,SCH-ZZ-1748092,ZZ,ZZ20240501AMDHYD4780,4780.0,BAe 146,05/01/2024,2024-05-01 14:44:00,2024-05-02 09:52:00,AMD,HYD,91.0,108,59,-32,49,9,18,27,36,11,6,3,5,21,12,6,9,30,16,11,14,43,24,12,19,"{'F': 1, 'P': 4}","{'C': 6, 'J': 2, 'Z': 1}","{'Q': 6, 'R': 4, 'S': 0, 'T': 1, 'H': 3, 'M': 0}","{'Y': 2, 'A': 2, 'B': 1, 'D': 0, 'E': 1, 'G': 3, 'I': 0, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 2, 'V': 0, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-3372385,SCH-ZZ-8796700,ZZ,ZZ20240501CCUBLR3294,3294.0,Airbus A320-200,05/01/2024,2024-05-01 14:54:00,2024-05-02 11:38:00,CCU,BLR,150.0,167,100,-50,67,15,30,45,60,17,10,5,7,34,20,10,14,50,30,15,20,68,41,19,27,"{'F': 4, 'P': 3}","{'C': 2, 'J': 7, 'Z': 5}","{'Q': 9, 'R': 6, 'S': 0, 'T': 0, 'H': 5, 'M': 0}","{'Y': 3, 'A': 3, 'B': 0, 'D': 1, 'E': 2, 'G': 4, 'I': 2, 'K': 2, 'L': 1, 'N': 0, 'O': 2, 'U': 4, 'V': 1, 'W': 1, 'X': 1}",FALSE,On Time
INV-ZZ-2580421,SCH-ZZ-9117133,ZZ,ZZ20240501BLRCCU2504,2504.0,Boeing 777,05/01/2024,2024-05-01 15:35:00,2024-05-01 18:17:00,BLR,CCU,425.0,490,256,-169,234,42,85,127,170,49,26,16,23,99,52,33,47,140,73,54,67,199,104,66,95,"{'F': 17, 'P': 6}","{'C': 21, 'J': 11, 'Z': 15}","{'Q': 28, 'R': 12, 'S': 1, 'T': 7, 'H': 13, 'M': 6}","{'Y': 13, 'A': 12, 'B': 4, 'D': 3, 'E': 2, 'G': 11, 'I': 5, 'K': 13, 'L': 3, 'N': 3, 'O': 0, 'U': 11, 'V': 5, 'W': 4, 'X': 6}",FALSE,On Time
INV-ZZ-7210908,SCH-ZZ-1589980,ZZ,ZZ20240501BOMDEL2019,2019.0,Airbus A320 Neo,05/01/2024,2024-05-01 16:42:00,2024-05-02 04:40:00,BOM,DEL,180.0,201,117,-63,84,18,36,54,72,22,13,5,9,42,24,12,18,64,37,17,27,80,47,25,33,"{'F': 7, 'P': 2}","{'C': 8, 'J': 4, 'Z': 6}","{'Q': 12, 'R': 5, 'S': 0, 'T': 5, 'H': 5, 'M': 0}","{'Y': 4, 'A': 5, 'B': 2, 'D': 0, 'E': 0, 'G': 4, 'I': 1, 'K': 1, 'L': 2, 'N': 1, 'O': 1, 'U': 5, 'V': 3, 'W': 1, 'X': 3}",FALSE,On Time
INV-ZZ-2960204,SCH-ZZ-8346723,ZZ,ZZ20240501BLRHYD3027,3027.0,BAe 146,05/01/2024,2024-05-01 18:48:00,2024-05-02 02:58:00,BLR,HYD,91.0,108,58,-34,50,9,18,27,36,10,5,4,5,20,11,7,9,31,17,10,14,41,22,14,19,"{'F': 3, 'P': 2}","{'C': 3, 'J': 3, 'Z': 3}","{'Q': 4, 'R': 2, 'S': 3, 'T': 3, 'H': 2, 'M': 0}","{'Y': 2, 'A': 3, 'B': 0, 'D': 1, 'E': 0, 'G': 3, 'I': 1, 'K': 3, 'L': 1, 'N': 1, 'O': 1, 'U': 3, 'V': 0, 'W': 0, 'X': 0}",TRUE,On Time
INV-ZZ-7397800,SCH-ZZ-4253453,ZZ,ZZ20240501AMDMAA4012,4012.0,Boeing 757,05/01/2024,2024-05-01 19:00:00,2024-05-01 22:08:00,AMD,MAA,209.0,249,137,-72,112,20,41,62,83,22,12,8,10,48,26,15,22,73,40,22,33,98,54,29,44,"{'F': 7, 'P': 3}","{'C': 12, 'J': 7, 'Z': 3}","{'Q': 13, 'R': 6, 'S': 2, 'T': 2, 'H': 7, 'M': 3}","{'Y': 5, 'A': 2, 'B': 3, 'D': 2, 'E': 3, 'G': 6, 'I': 2, 'K': 6, 'L': 1, 'N': 1, 'O': 3, 'U': 5, 'V': 2, 'W': 2, 'X': 1}",FALSE,On Time
INV-ZZ-8756686,SCH-ZZ-9059901,ZZ,ZZ20240501GOIGAU2919,2919.0,Boeing 717,05/01/2024,2024-05-01 19:19:00,2024-05-02 18:01:00,GOI,GAU,100.0,115,64,-36,51,10,20,30,40,11,6,4,5,23,13,7,10,34,19,11,15,44,24,16,20,"{'F': 3, 'P': 2}","{'C': 6, 'J': 2, 'Z': 2}","{'Q': 4, 'R': 2, 'S': 2, 'T': 1, 'H': 5, 'M': 1}","{'Y': 0, 'A': 2, 'B': 2, 'D': 1, 'E': 2, 'G': 2, 'I': 1, 'K': 1, 'L': 1, 'N': 1, 'O': 2, 'U': 2, 'V': 1, 'W': 2, 'X': 0}",TRUE,On Time
