InventoryId,ScheduleId,FlightNumber,AircraftType,DepartureDate,ArrivalDate,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD
INV-ZZ-3441203,SCH-ZZ-4285322,4204,Boeing 787,04/07/2024,04/07/2024,HYD,DEL,270,307,174,-96,133,27,54,81,108,31,18,9,13,61,34,20,27,92,52,29,40,123,70,38,53,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1958653,SCH-ZZ-4285322,4204,Boeing 787,04/10/2024,04/10/2024,HYD,DEL,270,299,178,-92,121,27,54,81,108,32,19,8,13,61,36,18,25,92,55,26,37,126,75,33,51,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-2194044,SCH-ZZ-4285322,4204,Boeing 787,04/11/2024,04/11/2024,HYD,DEL,270,301,182,-88,119,27,54,81,108,32,19,8,13,64,39,15,25,90,55,26,35,127,77,31,50,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9408512,SCH-ZZ-4285322,4204,Boeing 787,04/12/2024,04/12/2024,HYD,DEL,270,301,170,-100,131,27,54,81,108,31,18,9,13,63,36,18,27,97,55,26,42,125,71,37,54,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7871365,SCH-ZZ-4285322,4204,Boeing 787,04/13/2024,04/13/2024,HYD,DEL,270,299,166,-104,133,27,54,81,108,31,17,10,14,63,35,19,28,89,49,32,40,125,69,39,56,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7424012,SCH-ZZ-4285322,4204,Boeing 787,04/14/2024,04/14/2024,HYD,DEL,270,321,181,-89,140,27,54,81,108,32,18,9,14,60,34,20,26,91,51,30,40,129,73,35,56,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1024289,SCH-ZZ-4285322,4204,Boeing 787,04/17/2024,04/17/2024,HYD,DEL,270,321,168,-102,153,27,54,81,108,30,16,11,14,63,33,21,30,90,47,34,43,122,64,44,58,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8613348,SCH-ZZ-4285322,4204,Boeing 787,04/18/2024,04/18/2024,HYD,DEL,270,317,171,-99,146,27,54,81,108,32,17,10,15,62,33,21,29,89,48,33,41,127,68,40,59,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8570063,SCH-ZZ-4285322,4204,Boeing 787,04/19/2024,04/19/2024,HYD,DEL,270,308,181,-89,127,27,54,81,108,32,19,8,13,61,36,18,25,93,55,26,38,123,72,36,51,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7419681,SCH-ZZ-4285322,4204,Boeing 787,04/20/2024,04/20/2024,HYD,DEL,270,301,163,-107,138,27,54,81,108,30,16,11,14,60,33,21,27,93,50,31,43,120,65,43,55,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8687691,SCH-ZZ-4285322,4204,Boeing 787,04/21/2024,04/21/2024,HYD,DEL,270,297,176,-94,121,27,54,81,108,30,18,9,12,64,38,16,26,94,56,25,38,129,76,32,53,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3289945,SCH-ZZ-4285322,4204,Boeing 787,04/24/2024,04/24/2024,HYD,DEL,270,302,168,-102,134,27,54,81,108,31,17,10,14,64,36,18,28,91,50,31,41,120,67,41,53,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7178111,SCH-ZZ-4285322,4204,Boeing 787,04/25/2024,04/25/2024,HYD,DEL,270,303,162,-108,141,27,54,81,108,30,16,11,14,61,33,21,28,97,52,29,45,120,64,44,56,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-2893324,SCH-ZZ-4285322,4204,Boeing 787,04/26/2024,04/26/2024,HYD,DEL,270,300,152,-118,148,27,54,81,108,32,16,11,16,62,32,22,30,94,48,33,46,122,62,46,60,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9760830,SCH-ZZ-4285322,4204,Boeing 787,04/27/2024,04/27/2024,HYD,DEL,270,297,149,-121,148,27,54,81,108,32,16,11,16,61,31,23,30,97,49,32,48,120,60,48,60,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1617666,SCH-ZZ-5124267,3152,Airbus A320-200,04/01/2024,04/01/2024,BBI,LKO,150,171,101,-49,70,15,30,45,60,17,10,5,7,35,21,9,14,52,31,14,21,71,42,18,29,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9641889,SCH-ZZ-5124267,3152,Airbus A320-200,04/02/2024,04/02/2024,BBI,LKO,150,169,96,-54,73,15,30,45,60,17,10,5,7,35,20,10,15,53,30,15,23,68,38,22,30,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-2663396,SCH-ZZ-5124267,3152,Airbus A320-200,04/08/2024,04/08/2024,BBI,LKO,150,175,99,-51,76,15,30,45,60,18,10,5,8,35,20,10,15,50,28,17,22,71,40,20,31,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-6183618,SCH-ZZ-5124267,3152,Airbus A320-200,04/09/2024,04/09/2024,BBI,LKO,150,169,100,-50,69,15,30,45,60,18,11,4,7,36,21,9,15,51,30,15,21,68,40,20,28,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-9035113,SCH-ZZ-5124267,3152,Airbus A320-200,04/15/2024,04/15/2024,BBI,LKO,150,173,93,-57,80,15,30,45,60,17,9,6,8,33,18,12,15,52,28,17,24,72,39,21,33,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-8849583,SCH-ZZ-5124267,3152,Airbus A320-200,04/16/2024,04/16/2024,BBI,LKO,150,172,105,-45,67,15,30,45,60,17,10,5,7,34,21,9,13,54,33,12,21,70,43,17,27,"{'F': 9, 'P': 6}","{'C': 12, 'J': 9, 'Z': 9}","{'Q': 14, 'R': 9, 'S': 4, 'T': 4, 'H': 9, 'M': 4}","{'Y': 4, 'A': 4, 'B': 2, 'D': 2, 'E': 2, 'G': 4, 'I': 2, 'K': 4, 'L': 2, 'N': 2, 'O': 2, 'U': 4, 'V': 2, 'W': 2, 'X': 2}"
INV-ZZ-4896316,SCH-ZZ-1892641,3323,Boeing 787,02/09/2024,02/09/2024,LKO,IDR,270,323,251,-19,72,27,54,81,108,32,25,2,7,61,47,7,14,95,74,7,21,127,99,9,28,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1107329,SCH-ZZ-1892641,3323,Boeing 787,02/10/2024,02/10/2024,LKO,IDR,270,314,242,-28,72,27,54,81,108,30,23,4,7,60,46,8,14,96,74,7,22,126,97,11,29,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7133678,SCH-ZZ-1892641,3323,Boeing 787,02/11/2024,02/11/2024,LKO,IDR,270,315,225,-45,90,27,54,81,108,31,22,5,9,65,46,8,19,96,69,12,27,121,87,21,34,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3870187,SCH-ZZ-1892641,3323,Boeing 787,02/12/2024,02/12/2024,LKO,IDR,270,321,219,-51,102,27,54,81,108,30,20,7,10,60,41,13,19,95,65,16,30,121,82,26,39,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-2549894,SCH-ZZ-1892641,3323,Boeing 787,02/13/2024,02/13/2024,LKO,IDR,270,312,225,-45,87,27,54,81,108,31,22,5,9,62,45,9,17,95,68,13,27,129,93,15,36,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8650911,SCH-ZZ-1892641,3323,Boeing 787,02/16/2024,02/16/2024,LKO,IDR,270,302,215,-55,87,27,54,81,108,31,22,5,9,64,46,8,18,92,66,15,26,125,89,19,36,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7526257,SCH-ZZ-1892641,3323,Boeing 787,02/17/2024,02/17/2024,LKO,IDR,270,314,221,-49,93,27,54,81,108,31,22,5,9,64,45,9,19,90,63,18,27,127,89,19,38,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-2241795,SCH-ZZ-1892641,3323,Boeing 787,02/18/2024,02/18/2024,LKO,IDR,270,307,215,-55,92,27,54,81,108,30,21,6,9,64,45,9,19,96,67,14,29,125,88,20,37,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-6216595,SCH-ZZ-1892641,3323,Boeing 787,02/19/2024,02/19/2024,LKO,IDR,270,311,211,-59,100,27,54,81,108,32,22,5,10,64,43,11,21,96,65,16,31,128,87,21,41,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-4546195,SCH-ZZ-1892641,3323,Boeing 787,02/20/2024,02/20/2024,LKO,IDR,270,321,235,-35,86,27,54,81,108,31,23,4,8,63,46,8,17,96,70,11,26,128,94,14,34,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9186264,SCH-ZZ-1892641,3323,Boeing 787,02/23/2024,02/23/2024,LKO,IDR,270,301,211,-59,90,27,54,81,108,32,22,5,10,62,43,11,19,94,66,15,28,125,87,21,38,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-3662789,SCH-ZZ-1892641,3323,Boeing 787,02/24/2024,02/24/2024,LKO,IDR,270,320,226,-44,94,27,54,81,108,31,22,5,9,63,45,9,18,96,68,13,28,128,91,17,37,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9629677,SCH-ZZ-1892641,3323,Boeing 787,02/25/2024,02/25/2024,LKO,IDR,270,301,218,-52,83,27,54,81,108,32,23,4,9,64,46,8,18,93,67,14,26,122,88,20,34,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-1404611,SCH-ZZ-1892641,3323,Boeing 787,02/26/2024,02/26/2024,LKO,IDR,270,321,238,-32,83,27,54,81,108,32,24,3,8,64,47,7,17,97,72,9,25,123,91,17,32,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7619701,SCH-ZZ-1892641,3323,Boeing 787,02/27/2024,02/27/2024,LKO,IDR,270,301,212,-58,89,27,54,81,108,30,21,6,9,65,46,8,19,96,68,13,28,125,88,20,37,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7410045,SCH-ZZ-1892641,3323,Boeing 787,03/01/2024,03/01/2024,LKO,IDR,270,323,226,-44,97,27,54,81,108,31,22,5,9,61,43,11,18,92,64,17,28,124,87,21,37,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7525095,SCH-ZZ-1892641,3323,Boeing 787,03/02/2024,03/02/2024,LKO,IDR,270,313,223,-47,90,27,54,81,108,30,21,6,9,63,45,9,18,90,64,17,26,123,88,20,35,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9337040,SCH-ZZ-1892641,3323,Boeing 787,03/03/2024,03/03/2024,LKO,IDR,270,317,204,-66,113,27,54,81,108,31,20,7,11,59,38,16,21,92,59,22,33,123,79,29,44,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-4196644,SCH-ZZ-1892641,3323,Boeing 787,03/04/2024,03/04/2024,LKO,IDR,270,299,218,-52,81,27,54,81,108,31,23,4,8,64,47,7,17,91,66,15,25,128,93,15,35,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-6301075,SCH-ZZ-1892641,3323,Boeing 787,03/05/2024,03/05/2024,LKO,IDR,270,307,216,-54,91,27,54,81,108,31,22,5,9,65,46,8,19,97,68,13,29,121,85,23,36,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-9596149,SCH-ZZ-1892641,3323,Boeing 787,03/08/2024,03/08/2024,LKO,IDR,270,302,186,-84,116,27,54,81,108,30,18,9,12,61,38,16,23,90,55,26,35,129,80,28,49,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-7412137,SCH-ZZ-1892641,3323,Boeing 787,03/09/2024,03/09/2024,LKO,IDR,270,315,219,-51,96,27,54,81,108,31,22,5,9,63,44,10,19,90,63,18,27,123,86,22,37,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-8519128,SCH-ZZ-4219268,2526,Boeing 787,02/20/2024,02/20/2024,GAU,BLR,270,320,219,-51,101,27,54,81,108,30,21,6,9,64,44,10,20,94,64,17,30,126,86,22,40,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
INV-ZZ-6556549,SCH-ZZ-4219268,2526,Boeing 787,02/22/2024,02/22/2024,GAU,BLR,270,312,234,-36,78,27,54,81,108,32,24,3,8,65,49,5,16,93,70,11,23,122,91,17,31,"{'F': 16, 'P': 11}","{'C': 22, 'J': 16, 'Z': 16}","{'Q': 24, 'R': 16, 'S': 8, 'T': 8, 'H': 16, 'M': 8}","{'Y': 8, 'A': 8, 'B': 4, 'D': 4, 'E': 4, 'G': 8, 'I': 4, 'K': 8, 'L': 4, 'N': 4, 'O': 4, 'U': 8, 'V': 4, 'W': 4, 'X': 4}"
