InventoryId,ScheduleId,FlightNumber,AircraftType,DepartureAirport,ArrivalAirport,TotalCapacity,TotalInventory,BookedInventory,Oversold,AvailableInventory,FirstClass,BusinessClass,PremiumEconomyClass,EconomyClass,FC_TotalInventory,FC_BookedInventory,FC_Oversold,FC_AvailableInventory,BC_TotalInventory,BC_BookedInventory,BC_Oversold,BC_AvailableInventory,PC_TotalInventory,PC_BookedInventory,PC_Oversold,PC_AvailableInventory,EC_TotalInventory,EC_BookedInventory,EC_Oversold,EC_AvailableInventory,FC_CD,BC_CD,PC_CD,EC_CD,DepartureDatetime,ArrivalDatetime,Status
INV-ZZ-6183618,SCH-ZZ-5124267,3152,Airbus A320-200,BBI,LKO,150,169,100,-50,69,15,30,45,60,18,11,4,7,36,21,9,15,51,30,15,21,68,40,20,28,"{'F': 0, 'P': 7}","{'C': 4, 'J': 9, 'Z': 2}","{'Q': 3, 'R': 1, 'S': 3, 'T': 5, 'H': 5, 'M': 4}","{'Y': 6, 'A': 6, 'B': 11, 'D': 2, 'E': 1, 'G': 0, 'I': 1, 'K': 0, 'L': 1, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-04-09 01:11:00,2024-04-09 17:33:00,On Time
INV-ZZ-9035113,SCH-ZZ-5124267,3152,Airbus A320-200,BBI,LKO,150,173,93,-57,80,15,30,45,60,17,9,6,8,33,18,12,15,52,28,17,24,72,39,21,33,"{'F': 5, 'P': 3}","{'C': 11, 'J': 3, 'Z': 1}","{'Q': 19, 'R': 5, 'S': 0, 'T': 0, 'H': 0, 'M': 0}","{'Y': 29, 'A': 2, 'B': 2, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-04-15 01:11:00,2024-04-15 17:33:00,On Time
INV-ZZ-8849583,SCH-ZZ-5124267,3152,Airbus A320-200,BBI,LKO,150,172,105,-45,67,15,30,45,60,17,10,5,7,34,21,9,13,54,33,12,21,70,43,17,27,"{'F': 3, 'P': 4}","{'C': 13, 'J': 0, 'Z': 0}","{'Q': 12, 'R': 8, 'S': 0, 'T': 1, 'H': 0, 'M': 0}","{'Y': 12, 'A': 7, 'B': 3, 'D': 2, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 1, 'N': 0, 'O': 0, 'U': 1, 'V': 0, 'W': 0, 'X': 0}",2024-04-16 01:11:00,2024-04-16 17:33:00,On Time
INV-ZZ-4896316,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,323,251,-19,72,27,54,81,108,32,25,2,7,61,47,7,14,95,74,7,21,127,99,9,28,"{'F': 0, 'P': 7}","{'C': 3, 'J': 8, 'Z': 3}","{'Q': 6, 'R': 1, 'S': 2, 'T': 10, 'H': 2, 'M': 0}","{'Y': 13, 'A': 15, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-09 23:18:00,2024-02-10 18:22:00,On Time
INV-ZZ-1107329,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,314,242,-28,72,27,54,81,108,30,23,4,7,60,46,8,14,96,74,7,22,126,97,11,29,"{'F': 6, 'P': 1}","{'C': 9, 'J': 0, 'Z': 5}","{'Q': 0, 'R': 15, 'S': 3, 'T': 1, 'H': 3, 'M': 0}","{'Y': 23, 'A': 5, 'B': 1, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-10 23:18:00,2024-02-11 18:22:00,On Time
INV-ZZ-7133678,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,315,225,-45,90,27,54,81,108,31,22,5,9,65,46,8,19,96,69,12,27,121,87,21,34,"{'F': 2, 'P': 7}","{'C': 14, 'J': 2, 'Z': 3}","{'Q': 7, 'R': 3, 'S': 13, 'T': 1, 'H': 1, 'M': 2}","{'Y': 14, 'A': 3, 'B': 17, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-11 23:18:00,2024-02-12 18:22:00,Cancelled
INV-ZZ-3870187,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,321,219,-51,102,27,54,81,108,30,20,7,10,60,41,13,19,95,65,16,30,121,82,26,39,"{'F': 0, 'P': 10}","{'C': 15, 'J': 4, 'Z': 0}","{'Q': 18, 'R': 6, 'S': 6, 'T': 0, 'H': 0, 'M': 0}","{'Y': 5, 'A': 9, 'B': 21, 'D': 3, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-12 23:18:00,2024-02-13 18:22:00,On Time
INV-ZZ-2549894,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,312,225,-45,87,27,54,81,108,31,22,5,9,62,45,9,17,95,68,13,27,129,93,15,36,"{'F': 2, 'P': 7}","{'C': 4, 'J': 2, 'Z': 11}","{'Q': 23, 'R': 1, 'S': 1, 'T': 2, 'H': 0, 'M': 0}","{'Y': 30, 'A': 5, 'B': 0, 'D': 1, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-13 23:18:00,2024-02-14 18:22:00,On Time
INV-ZZ-8650911,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,302,215,-55,87,27,54,81,108,31,22,5,9,64,46,8,18,92,66,15,26,125,89,19,36,"{'F': 3, 'P': 6}","{'C': 2, 'J': 11, 'Z': 5}","{'Q': 9, 'R': 11, 'S': 0, 'T': 1, 'H': 0, 'M': 5}","{'Y': 5, 'A': 26, 'B': 1, 'D': 0, 'E': 1, 'G': 3, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-16 23:18:00,2024-02-17 18:22:00,On Time
INV-ZZ-7526257,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,314,221,-49,93,27,54,81,108,31,22,5,9,64,45,9,19,90,63,18,27,127,89,19,38,"{'F': 5, 'P': 4}","{'C': 15, 'J': 4, 'Z': 0}","{'Q': 24, 'R': 0, 'S': 2, 'T': 0, 'H': 0, 'M': 1}","{'Y': 1, 'A': 28, 'B': 8, 'D': 0, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-17 23:18:00,2024-02-18 18:22:00,On Time
INV-ZZ-2241795,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,307,215,-55,92,27,54,81,108,30,21,6,9,64,45,9,19,96,67,14,29,125,88,20,37,"{'F': 2, 'P': 7}","{'C': 8, 'J': 3, 'Z': 8}","{'Q': 24, 'R': 3, 'S': 0, 'T': 0, 'H': 1, 'M': 1}","{'Y': 32, 'A': 5, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-18 23:18:00,2024-02-19 18:22:00,On Time
INV-ZZ-6216595,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,311,211,-59,100,27,54,81,108,32,22,5,10,64,43,11,21,96,65,16,31,128,87,21,41,"{'F': 8, 'P': 2}","{'C': 16, 'J': 3, 'Z': 2}","{'Q': 12, 'R': 16, 'S': 1, 'T': 0, 'H': 0, 'M': 2}","{'Y': 39, 'A': 0, 'B': 1, 'D': 0, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-19 23:18:00,2024-02-20 18:22:00,Cancelled
INV-ZZ-4546195,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,321,235,-35,86,27,54,81,108,31,23,4,8,63,46,8,17,96,70,11,26,128,94,14,34,"{'F': 3, 'P': 5}","{'C': 7, 'J': 9, 'Z': 1}","{'Q': 17, 'R': 0, 'S': 6, 'T': 3, 'H': 0, 'M': 0}","{'Y': 29, 'A': 5, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-20 23:18:00,2024-02-21 18:22:00,On Time
INV-ZZ-9186264,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,301,211,-59,90,27,54,81,108,32,22,5,10,62,43,11,19,94,66,15,28,125,87,21,38,"{'F': 8, 'P': 2}","{'C': 4, 'J': 0, 'Z': 15}","{'Q': 20, 'R': 0, 'S': 5, 'T': 2, 'H': 0, 'M': 1}","{'Y': 1, 'A': 17, 'B': 16, 'D': 1, 'E': 2, 'G': 0, 'I': 0, 'K': 0, 'L': 1, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-23 23:18:00,2024-02-24 18:22:00,On Time
INV-ZZ-3662789,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,320,226,-44,94,27,54,81,108,31,22,5,9,63,45,9,18,96,68,13,28,128,91,17,37,"{'F': 4, 'P': 5}","{'C': 6, 'J': 6, 'Z': 6}","{'Q': 6, 'R': 1, 'S': 7, 'T': 14, 'H': 0, 'M': 0}","{'Y': 32, 'A': 3, 'B': 0, 'D': 0, 'E': 2, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-24 23:18:00,2024-02-25 18:22:00,On Time
INV-ZZ-9629677,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,301,218,-52,83,27,54,81,108,32,23,4,9,64,46,8,18,93,67,14,26,122,88,20,34,"{'F': 0, 'P': 9}","{'C': 17, 'J': 1, 'Z': 0}","{'Q': 9, 'R': 12, 'S': 1, 'T': 1, 'H': 2, 'M': 1}","{'Y': 13, 'A': 6, 'B': 9, 'D': 3, 'E': 3, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-25 23:18:00,2024-02-26 18:22:00,On Time
INV-ZZ-1404611,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,321,238,-32,83,27,54,81,108,32,24,3,8,64,47,7,17,97,72,9,25,123,91,17,32,"{'F': 4, 'P': 4}","{'C': 7, 'J': 6, 'Z': 4}","{'Q': 5, 'R': 8, 'S': 3, 'T': 6, 'H': 0, 'M': 3}","{'Y': 4, 'A': 8, 'B': 4, 'D': 2, 'E': 8, 'G': 0, 'I': 4, 'K': 2, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-26 23:18:00,2024-02-27 18:22:00,Cancelled
INV-ZZ-7619701,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,301,212,-58,89,27,54,81,108,30,21,6,9,65,46,8,19,96,68,13,28,125,88,20,37,"{'F': 6, 'P': 3}","{'C': 19, 'J': 0, 'Z': 0}","{'Q': 5, 'R': 15, 'S': 7, 'T': 1, 'H': 0, 'M': 0}","{'Y': 12, 'A': 17, 'B': 5, 'D': 3, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-27 23:18:00,2024-02-28 18:22:00,Cancelled
INV-ZZ-7410045,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,323,226,-44,97,27,54,81,108,31,22,5,9,61,43,11,18,92,64,17,28,124,87,21,37,"{'F': 3, 'P': 6}","{'C': 1, 'J': 17, 'Z': 0}","{'Q': 7, 'R': 14, 'S': 4, 'T': 0, 'H': 1, 'M': 2}","{'Y': 31, 'A': 1, 'B': 3, 'D': 2, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-03-01 23:18:00,2024-03-02 18:22:00,On Time
INV-ZZ-7525095,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,313,223,-47,90,27,54,81,108,30,21,6,9,63,45,9,18,90,64,17,26,123,88,20,35,"{'F': 2, 'P': 7}","{'C': 4, 'J': 9, 'Z': 5}","{'Q': 9, 'R': 8, 'S': 3, 'T': 3, 'H': 1, 'M': 2}","{'Y': 28, 'A': 4, 'B': 0, 'D': 2, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-03-02 23:18:00,2024-03-03 18:22:00,On Time
INV-ZZ-9337040,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,317,204,-66,113,27,54,81,108,31,20,7,11,59,38,16,21,92,59,22,33,123,79,29,44,"{'F': 9, 'P': 2}","{'C': 1, 'J': 7, 'Z': 13}","{'Q': 27, 'R': 3, 'S': 1, 'T': 2, 'H': 0, 'M': 0}","{'Y': 31, 'A': 6, 'B': 3, 'D': 0, 'E': 1, 'G': 0, 'I': 2, 'K': 1, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-03-03 23:18:00,2024-03-04 18:22:00,On Time
INV-ZZ-4196644,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,299,218,-52,81,27,54,81,108,31,23,4,8,64,47,7,17,91,66,15,25,128,93,15,35,"{'F': 1, 'P': 7}","{'C': 9, 'J': 7, 'Z': 1}","{'Q': 8, 'R': 9, 'S': 3, 'T': 3, 'H': 1, 'M': 1}","{'Y': 14, 'A': 13, 'B': 7, 'D': 1, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-03-04 23:18:00,2024-03-05 18:22:00,On Time
INV-ZZ-6301075,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,307,216,-54,91,27,54,81,108,31,22,5,9,65,46,8,19,97,68,13,29,121,85,23,36,"{'F': 9, 'P': 0}","{'C': 18, 'J': 1, 'Z': 0}","{'Q': 15, 'R': 0, 'S': 14, 'T': 0, 'H': 0, 'M': 0}","{'Y': 0, 'A': 31, 'B': 5, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-03-05 23:18:00,2024-03-06 18:22:00,On Time
INV-ZZ-9596149,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,302,186,-84,116,27,54,81,108,30,18,9,12,61,38,16,23,90,55,26,35,129,80,28,49,"{'F': 3, 'P': 9}","{'C': 18, 'J': 0, 'Z': 5}","{'Q': 17, 'R': 11, 'S': 6, 'T': 0, 'H': 1, 'M': 0}","{'Y': 41, 'A': 5, 'B': 1, 'D': 1, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-03-08 23:18:00,2024-03-09 18:22:00,On Time
INV-ZZ-7412137,SCH-ZZ-1892641,3323,Boeing 787,LKO,IDR,270,315,219,-51,96,27,54,81,108,31,22,5,9,63,44,10,19,90,63,18,27,123,86,22,37,"{'F': 1, 'P': 8}","{'C': 15, 'J': 3, 'Z': 1}","{'Q': 1, 'R': 15, 'S': 1, 'T': 2, 'H': 3, 'M': 5}","{'Y': 29, 'A': 5, 'B': 0, 'D': 2, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-03-09 23:18:00,2024-03-10 18:22:00,On Time
INV-ZZ-8519128,SCH-ZZ-4219268,2526,Boeing 787,GAU,BLR,270,320,219,-51,101,27,54,81,108,30,21,6,9,64,44,10,20,94,64,17,30,126,86,22,40,"{'F': 2, 'P': 7}","{'C': 6, 'J': 7, 'Z': 7}","{'Q': 22, 'R': 6, 'S': 0, 'T': 0, 'H': 0, 'M': 2}","{'Y': 9, 'A': 16, 'B': 4, 'D': 4, 'E': 4, 'G': 3, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-20 08:34:00,2024-02-20 08:47:00,Cancelled
INV-ZZ-6556549,SCH-ZZ-4219268,2526,Boeing 787,GAU,BLR,270,312,234,-36,78,27,54,81,108,32,24,3,8,65,49,5,16,93,70,11,23,122,91,17,31,"{'F': 4, 'P': 4}","{'C': 1, 'J': 3, 'Z': 12}","{'Q': 11, 'R': 4, 'S': 1, 'T': 3, 'H': 1, 'M': 3}","{'Y': 21, 'A': 8, 'B': 0, 'D': 1, 'E': 0, 'G': 0, 'I': 1, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-22 08:34:00,2024-02-22 08:47:00,On Time
INV-ZZ-4202432,SCH-ZZ-4219268,2526,Boeing 787,GAU,BLR,270,301,200,-70,101,27,54,81,108,30,20,7,10,62,41,13,21,92,61,20,31,119,79,29,40,"{'F': 4, 'P': 6}","{'C': 20, 'J': 1, 'Z': 0}","{'Q': 7, 'R': 0, 'S': 7, 'T': 12, 'H': 3, 'M': 2}","{'Y': 38, 'A': 0, 'B': 2, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-23 08:34:00,2024-02-23 08:47:00,On Time
INV-ZZ-4224955,SCH-ZZ-4219268,2526,Boeing 787,GAU,BLR,270,304,211,-59,93,27,54,81,108,31,21,6,10,63,44,10,19,91,63,18,28,128,89,19,39,"{'F': 6, 'P': 4}","{'C': 6, 'J': 7, 'Z': 6}","{'Q': 24, 'R': 0, 'S': 3, 'T': 1, 'H': 0, 'M': 0}","{'Y': 20, 'A': 1, 'B': 6, 'D': 0, 'E': 0, 'G': 12, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-24 08:34:00,2024-02-24 08:47:00,On Time
INV-ZZ-4233206,SCH-ZZ-4219268,2526,Boeing 787,GAU,BLR,270,312,202,-68,110,27,54,81,108,32,21,6,11,61,39,15,22,94,61,20,33,124,80,28,44,"{'F': 1, 'P': 10}","{'C': 4, 'J': 13, 'Z': 5}","{'Q': 3, 'R': 6, 'S': 0, 'T': 22, 'H': 1, 'M': 1}","{'Y': 36, 'A': 5, 'B': 3, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-27 08:34:00,2024-02-27 08:47:00,On Time
INV-ZZ-3665854,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,316,226,-44,90,27,54,81,108,32,23,4,9,63,45,9,18,91,65,16,26,122,87,21,35,"{'F': 6, 'P': 3}","{'C': 10, 'J': 6, 'Z': 2}","{'Q': 5, 'R': 2, 'S': 16, 'T': 0, 'H': 0, 'M': 3}","{'Y': 16, 'A': 0, 'B': 11, 'D': 2, 'E': 4, 'G': 2, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-17 04:37:00,2024-02-17 12:50:00,On Time
INV-ZZ-1005162,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,323,238,-32,85,27,54,81,108,30,22,5,8,62,46,8,16,97,71,10,26,127,94,14,33,"{'F': 8, 'P': 0}","{'C': 7, 'J': 4, 'Z': 5}","{'Q': 23, 'R': 1, 'S': 1, 'T': 1, 'H': 0, 'M': 0}","{'Y': 19, 'A': 7, 'B': 6, 'D': 1, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-18 04:37:00,2024-02-18 12:50:00,On Time
INV-ZZ-6337292,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,321,226,-44,95,27,54,81,108,30,21,6,9,63,44,10,19,91,64,17,27,126,89,19,37,"{'F': 8, 'P': 1}","{'C': 14, 'J': 3, 'Z': 2}","{'Q': 15, 'R': 0, 'S': 5, 'T': 7, 'H': 0, 'M': 0}","{'Y': 33, 'A': 1, 'B': 0, 'D': 3, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-20 04:37:00,2024-02-20 12:50:00,On Time
INV-ZZ-7889587,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,317,227,-43,90,27,54,81,108,30,21,6,9,59,42,12,17,91,65,16,26,119,85,23,34,"{'F': 1, 'P': 8}","{'C': 2, 'J': 14, 'Z': 1}","{'Q': 25, 'R': 0, 'S': 1, 'T': 0, 'H': 0, 'M': 0}","{'Y': 27, 'A': 1, 'B': 1, 'D': 2, 'E': 3, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-21 04:37:00,2024-02-21 12:50:00,On Time
INV-ZZ-8938693,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,314,237,-33,77,27,54,81,108,31,23,4,8,60,45,9,15,97,73,8,24,121,91,17,30,"{'F': 3, 'P': 5}","{'C': 1, 'J': 8, 'Z': 6}","{'Q': 16, 'R': 7, 'S': 1, 'T': 0, 'H': 0, 'M': 0}","{'Y': 22, 'A': 5, 'B': 3, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-22 04:37:00,2024-02-22 12:50:00,On Time
INV-ZZ-3306922,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,320,234,-36,86,27,54,81,108,32,23,4,9,62,45,9,17,92,67,14,25,120,88,20,32,"{'F': 6, 'P': 3}","{'C': 1, 'J': 16, 'Z': 0}","{'Q': 0, 'R': 13, 'S': 9, 'T': 1, 'H': 1, 'M': 1}","{'Y': 24, 'A': 8, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-23 04:37:00,2024-02-23 12:50:00,On Time
INV-ZZ-7994288,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,304,230,-40,74,27,54,81,108,30,23,4,7,60,45,9,15,93,70,11,23,127,96,12,31,"{'F': 1, 'P': 6}","{'C': 11, 'J': 0, 'Z': 4}","{'Q': 4, 'R': 12, 'S': 3, 'T': 0, 'H': 1, 'M': 3}","{'Y': 4, 'A': 13, 'B': 7, 'D': 0, 'E': 3, 'G': 2, 'I': 0, 'K': 1, 'L': 0, 'N': 0, 'O': 1, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-24 04:37:00,2024-02-24 12:50:00,On Time
INV-ZZ-6744454,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,320,232,-38,88,27,54,81,108,31,22,5,9,61,44,10,17,95,69,12,26,122,88,20,34,"{'F': 8, 'P': 1}","{'C': 10, 'J': 3, 'Z': 4}","{'Q': 0, 'R': 19, 'S': 7, 'T': 0, 'H': 0, 'M': 0}","{'Y': 4, 'A': 2, 'B': 5, 'D': 9, 'E': 12, 'G': 2, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-25 04:37:00,2024-02-25 12:50:00,Cancelled
INV-ZZ-1120260,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,297,219,-51,78,27,54,81,108,31,23,4,8,60,44,10,16,96,71,10,25,123,91,17,32,"{'F': 5, 'P': 3}","{'C': 15, 'J': 1, 'Z': 0}","{'Q': 17, 'R': 5, 'S': 0, 'T': 3, 'H': 0, 'M': 0}","{'Y': 0, 'A': 4, 'B': 3, 'D': 12, 'E': 4, 'G': 0, 'I': 4, 'K': 1, 'L': 4, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-27 04:37:00,2024-02-27 12:50:00,Cancelled
INV-ZZ-6072125,SCH-ZZ-8409294,3417,Boeing 787,CNN,MAA,270,302,223,-47,79,27,54,81,108,31,23,4,8,63,46,8,17,92,68,13,24,121,89,19,32,"{'F': 3, 'P': 5}","{'C': 15, 'J': 1, 'Z': 1}","{'Q': 14, 'R': 3, 'S': 6, 'T': 1, 'H': 0, 'M': 0}","{'Y': 1, 'A': 19, 'B': 4, 'D': 2, 'E': 0, 'G': 2, 'I': 3, 'K': 1, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2024-02-28 04:37:00,2024-02-28 12:50:00,On Time
INV-ZZ-1788740,SCH-ZZ-9668787,3782,Boeing 787,BBI,DEL,270,307,246,-24,61,27,54,81,108,30,24,3,6,60,48,6,12,93,74,7,19,122,98,10,24,"{'F': 1, 'P': 5}","{'C': 5, 'J': 5, 'Z': 2}","{'Q': 2, 'R': 7, 'S': 0, 'T': 5, 'H': 0, 'M': 5}","{'Y': 1, 'A': 7, 'B': 5, 'D': 10, 'E': 1, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-19 01:26:00,2023-12-19 23:21:00,On Time
INV-ZZ-1050433,SCH-ZZ-9668787,3782,Boeing 787,BBI,DEL,270,318,273,3,45,27,54,81,108,31,27,0,4,60,51,3,9,96,82,-1,14,128,110,-2,18,"{'F': 4, 'P': 0}","{'C': 1, 'J': 8, 'Z': 0}","{'Q': 6, 'R': 5, 'S': 0, 'T': 2, 'H': 0, 'M': 1}","{'Y': 3, 'A': 14, 'B': 1, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-21 01:26:00,2023-12-21 23:21:00,On Time
INV-ZZ-4082701,SCH-ZZ-9668787,3782,Boeing 787,BBI,DEL,270,313,272,2,41,27,54,81,108,31,27,0,4,61,53,1,8,96,83,-2,13,128,111,-3,17,"{'F': 3, 'P': 1}","{'C': 6, 'J': 2, 'Z': 0}","{'Q': 0, 'R': 8, 'S': 2, 'T': 0, 'H': 3, 'M': 0}","{'Y': 17, 'A': 0, 'B': 0, 'D': 0, 'E': 0, 'G': 0, 'I': 0, 'K': 0, 'L': 0, 'N': 0, 'O': 0, 'U': 0, 'V': 0, 'W': 0, 'X': 0}",2023-12-26 01:26:00,2023-12-26 23:21:00,On Time
