RECLOC,COS_CD,SEG_SEQ,PAX_CNT,ORIG_CD,DEST_CD,DEP_DTML,ARR_DTML,INV_ID,DEP_DTMZ,ARR_DTMZ
PNR00230,A,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00231,A,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00232,A,1,1,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00233,B,1,3,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00234,D,1,3,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00235,E,1,3,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00236,I,1,3,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00237,L,1,3,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00238,G,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00239,G,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00240,G,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00241,G,1,1,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00242,K,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00243,K,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00244,K,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00245,K,1,1,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00246,U,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00247,U,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00248,U,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00249,U,1,1,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00250,N,1,4,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00251,O,1,5,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00252,O,1,4,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00253,V,1,4,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00254,W,1,3,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00255,X,1,3,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00256,Y,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00257,Y,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00258,Y,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00259,Y,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00260,Y,1,2,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00261,Y,1,4,CNN,MAA,2023-12-07 04:37:00,2023-12-07 12:50:00,INV-ZZ-1373383,,
PNR00262,F,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00263,F,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00264,F,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00265,F,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00266,P,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00267,P,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00268,P,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00269,C,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00270,C,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00271,C,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00272,C,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00273,C,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00274,C,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00275,J,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00276,J,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00277,J,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00278,J,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00279,J,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00280,J,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00281,Z,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00282,Z,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00283,Z,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00284,Z,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00285,Z,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00286,Q,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00287,Q,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00288,Q,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00289,Q,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00290,Q,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00291,Q,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00292,Q,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00293,R,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00294,R,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00295,R,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00296,R,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00297,R,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00298,S,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00299,S,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00300,S,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00301,S,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00302,T,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00303,T,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00304,T,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00305,H,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00306,H,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00307,H,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00308,H,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00309,H,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00310,M,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00311,M,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00312,Y,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00313,Y,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00314,Y,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00315,Y,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00316,A,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00317,A,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00318,A,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00319,A,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00320,B,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00321,D,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00322,E,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00323,I,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00324,L,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00325,G,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00326,G,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00327,G,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00328,G,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00329,K,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00330,K,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00331,K,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00332,K,1,1,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00333,U,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00334,U,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00335,U,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00336,U,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00337,N,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00338,O,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00339,O,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00340,V,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00341,W,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00342,X,1,3,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00343,Y,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00344,Y,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00345,Y,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00346,Y,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00347,Y,1,2,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00348,Y,1,4,BOM,PAT,2023-12-09 10:23:00,2023-12-09 20:48:00,INV-ZZ-1232037,,
PNR00349,F,1,4,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00350,F,1,4,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00351,F,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00352,F,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00353,P,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00354,P,1,4,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00355,P,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00356,C,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00357,C,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00358,C,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00359,C,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00360,C,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00361,C,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00362,J,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00363,J,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00364,J,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00365,J,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00366,J,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00367,J,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00368,Z,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00369,Z,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00370,Z,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00371,Z,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00372,Z,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00373,Q,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00374,Q,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00375,Q,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00376,Q,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00377,Q,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00378,Q,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00379,Q,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00380,R,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00381,R,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00382,R,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00383,R,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00384,R,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00385,S,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00386,S,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00387,S,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00388,S,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00389,T,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00390,T,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00391,T,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00392,H,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00393,H,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00394,H,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00395,H,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00396,H,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00397,M,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00398,M,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00399,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00400,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00401,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00402,Y,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00403,A,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00404,A,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00405,A,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00406,A,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00407,B,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00408,D,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00409,E,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00410,I,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00411,L,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00412,G,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00413,G,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00414,G,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00415,G,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00416,K,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00417,K,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00418,K,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00419,K,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00420,U,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00421,U,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00422,U,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00423,U,1,1,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00424,N,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00425,O,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00426,O,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00427,V,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00428,W,1,4,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00429,X,1,3,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00430,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00431,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00432,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00433,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00434,Y,1,2,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00435,Y,1,4,JAI,CJB,2023-12-09 16:53:00,2023-12-09 21:53:00,INV-ZZ-5504437,,
PNR00436,F,1,4,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00437,F,1,4,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00177,F,2,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00178,F,2,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00179,P,2,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00441,P,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00442,P,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00443,C,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00444,C,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00445,C,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00446,C,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00447,C,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00448,C,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00449,J,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00450,J,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00451,J,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00452,J,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00453,J,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00454,J,1,1,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00455,Z,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00456,Z,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00457,Z,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00458,Z,1,3,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
PNR00459,Z,1,2,MAA,DEL,2023-12-09 01:17:00,2023-12-09 12:16:00,INV-ZZ-8235676,,
